1.059458 0.018745
1.178373 0.088988
1.311429 0.104197
1.460307 0.112925
1.626890 0.119764
1.813281 0.125900
2.021837 0.131162
2.255194 0.136769
2.516301 0.142221
2.808457 0.146731
3.135355 0.151246
3.501126 0.155109
3.910392 0.158412
4.368327 0.161279
4.880717 0.163645
5.454038 0.165460
6.095536 0.166666
6.813317 0.167156
7.616454 0.166588
8.515096 0.164794
9.520600 0.161320
10.645674 0.156380
11.904536 0.149680
13.313096 0.141569
14.889155 0.131876
16.652632 0.120757
18.625813 0.108162
20.833635 0.094262
23.304001 0.079227
26.068130 0.063293
29.160957 0.046896
32.621571 0.030653
36.493698 0.015477
40.826286 0.002691
45.674080 -0.005778
51.098354 -0.007296
57.167656 0.001893
63.958687 0.026815
71.557281 0.074098
