1.059458 0.024983
1.178373 0.021674
1.311429 0.019416
1.460307 0.017723
1.626890 0.016370
1.813281 0.015229
2.021837 0.014222
2.255194 0.013306
2.516301 0.012445
2.808457 0.011627
3.135355 0.010835
3.501126 0.010060
3.910392 0.009296
4.368327 0.008540
4.880717 0.007791
5.454038 0.007046
6.095536 0.006311
6.813317 0.005584
7.616454 0.004870
8.515096 0.004173
9.520600 0.003494
10.645674 0.002840
11.904536 0.002215
13.313096 0.001623
14.889155 0.001067
16.652632 0.000552
18.625813 0.000084
20.833635 -0.000334
23.304001 -0.000695
26.068130 -0.000995
29.160957 -0.001226
32.621571 -0.001378
36.493698 -0.001440
40.826286 -0.001396
45.674080 -0.001222
51.098354 -0.000882
57.167656 -0.000325
63.958687 0.000538
71.557281 0.001857
