1.059458 -0.042293
1.178373 -0.002954
1.311429 0.001298
1.460307 0.002948
1.626890 0.003841
1.813281 0.004413
2.021837 0.004822
2.255194 0.005138
2.516301 0.005397
2.808457 0.005621
3.135355 0.005822
3.501126 0.006009
3.910392 0.006187
4.368327 0.006360
4.880717 0.006529
5.454038 0.006698
6.095536 0.006865
6.813317 0.007030
7.616454 0.007192
8.515096 0.007347
9.520600 0.007491
10.645674 0.007626
11.904536 0.007752
13.313096 0.007868
14.889155 0.007975
16.652632 0.008070
18.625813 0.008151
20.833635 0.008213
23.304001 0.008250
26.068130 0.008253
29.160957 0.008210
32.621571 0.008105
36.493698 0.007914
40.826286 0.007604
45.674080 0.007131
51.098354 0.006429
57.167656 0.005403
63.958687 0.003907
71.557281 0.001714
