1.059458 0.037816
1.178373 0.008665
1.311429 -0.000790
1.460307 -0.005452
1.626890 -0.008217
1.813281 -0.010039
2.021837 -0.011325
2.255194 -0.012278
2.516301 -0.013009
2.808457 -0.013586
3.135355 -0.014051
3.501126 -0.014433
3.910392 -0.014752
4.368327 -0.015020
4.880717 -0.015249
5.454038 -0.015446
6.095536 -0.015615
6.813317 -0.015762
7.616454 -0.015888
8.515096 -0.015996
9.520600 -0.016086
10.645674 -0.016158
11.904536 -0.016211
13.313096 -0.016243
14.889155 -0.016251
16.652632 -0.016229
18.625813 -0.016171
20.833635 -0.016067
23.304001 -0.015907
26.068130 -0.015675
29.160957 -0.015351
32.621571 -0.014910
36.493698 -0.014318
40.826286 -0.013535
45.674080 -0.012506
51.098354 -0.011165
57.167656 -0.009424
63.958687 -0.007175
71.557281 -0.004280
