1.059458 0.006499
1.178373 0.001830
1.311429 0.000195
1.460307 -0.000658
1.626890 -0.001199
1.813281 -0.001586
2.021837 -0.001889
2.255194 -0.002144
2.516301 -0.002370
2.808457 -0.002581
3.135355 -0.002784
3.501126 -0.002987
3.910392 -0.003194
4.368327 -0.003408
4.880717 -0.003634
5.454038 -0.003875
6.095536 -0.004133
6.813317 -0.004411
7.616454 -0.004712
8.515096 -0.005038
9.520600 -0.005390
10.645674 -0.005771
11.904536 -0.006182
13.313096 -0.006622
14.889155 -0.007090
16.652632 -0.007584
18.625813 -0.008099
20.833635 -0.008625
23.304001 -0.009148
26.068130 -0.009651
29.160957 -0.010103
32.621571 -0.010467
36.493698 -0.010689
40.826286 -0.010700
45.674080 -0.010412
51.098354 -0.009717
57.167656 -0.008488
63.958687 -0.006587
71.557281 -0.003883
