1.059458 0.000000
1.178373 0.000000
1.311429 0.000000
1.460307 0.000000
1.626890 0.000000
1.813281 0.000000
2.021837 0.000000
2.255194 0.000000
2.516301 0.000000
2.808457 0.000000
3.135355 0.000000
3.501126 0.137392
3.910392 0.160404
4.368327 0.164096
4.880717 0.158412
5.454038 0.134964
6.095536 0.109138
6.813317 0.090067
7.616454 0.076867
8.515096 0.066699
9.520600 0.058382
10.645674 0.051232
11.904536 0.045433
13.313096 0.041235
14.889155 0.037605
16.652632 0.033579
18.625813 0.029325
20.833635 0.025199
23.304001 0.021431
26.068130 0.018172
29.160957 0.015482
32.621571 0.013221
36.493698 0.011278
40.826286 0.009567
45.674080 0.008041
51.098354 0.006674
57.167656 0.005459
63.958687 0.004411
71.557281 0.003555
