1.059458 0.000000
1.178373 0.000000
1.311429 0.000000
1.460307 0.000000
1.626890 0.000000
1.813281 0.000000
2.021837 0.000000
2.255194 0.000000
2.516301 0.000000
2.808457 0.000000
3.135355 0.000000
3.501126 -0.003100
3.910392 -0.003100
4.368327 -0.003100
4.880717 -0.002643
5.454038 -0.001088
6.095536 0.001074
6.813317 0.003249
7.616454 0.005436
8.515096 0.007825
9.520600 0.010523
10.645674 0.013071
11.904536 0.014964
13.313096 0.015828
14.889155 0.015764
16.652632 0.014963
18.625813 0.013722
20.833635 0.012312
23.304001 0.010940
26.068130 0.009762
29.160957 0.008874
32.621571 0.008212
36.493698 0.007701
40.826286 0.007281
45.674080 0.006898
51.098354 0.006500
57.167656 0.006027
63.958687 0.005411
71.557281 0.004568
