1.059458 0.180323
1.178373 0.184559
1.311429 0.184971
1.460307 0.184304
1.626890 0.183102
1.813281 0.181527
2.021837 0.179644
2.255194 0.177466
2.516301 0.175005
2.808457 0.172236
3.135355 0.169148
3.501126 0.165723
3.910392 0.161937
4.368327 0.157764
4.880717 0.153191
5.454038 0.148192
6.095536 0.142736
6.813317 0.136860
7.616454 0.130526
8.515096 0.123752
9.520600 0.116567
10.645674 0.108921
11.904536 0.100810
13.313096 0.092161
14.889155 0.083018
16.652632 0.073360
18.625813 0.063237
20.833635 0.052729
23.304001 0.041975
26.068130 0.031172
29.160957 0.020616
32.621571 0.010726
36.493698 0.002064
40.826286 -0.004598
45.674080 -0.008184
51.098354 -0.007339
57.167656 -0.000202
63.958687 0.015635
71.557281 0.043318
